ID,Pred
2014_1107_1110,0.35443957055341363
2014_1107_1112,0.018947208813140975
2014_1107_1113,0.06902604050475637
2014_1107_1124,0.03908680703532453
2014_1107_1140,0.0937126933720156
2014_1107_1142,0.5852463173601238
2014_1107_1153,0.039567876099358495
2014_1107_1157,0.5709536463518567
2014_1107_1160,0.0636325311272685
2014_1107_1163,0.025764462820467446
2014_1107_1166,0.025018323006598425
2014_1107_1173,0.0863548579284344
2014_1107_1174,0.16897136492274054
2014_1107_1181,0.025018323006598425
2014_1107_1184,0.2918673391837422
2014_1107_1196,0.020655053635300204
2014_1107_1203,0.08295312024643688
2014_1107_1211,0.036758972557095544
2014_1107_1217,0.08488716850035352
2014_1107_1234,0.04855274591968851
2014_1107_1235,0.023603829004487153
2014_1107_1242,0.027611881666446823
2014_1107_1243,0.07747297973887465
2014_1107_1246,0.027943578687278547
2014_1107_1257,0.029069116855962564
2014_1107_1264,0.13112020701834043
2014_1107_1269,0.24493721116641948
2014_1107_1272,0.05767409189893791
2014_1107_1273,0.1973212897213311
2014_1107_1276,0.026046294974299417
2014_1107_1277,0.023266942224401583
2014_1107_1291,0.5993487770087395
2014_1107_1295,0.1498586309573801
2014_1107_1300,0.20333218504164122
2014_1107_1301,0.07640609817608243
2014_1107_1304,0.08284905040155803
2014_1107_1307,0.05096354976192039
2014_1107_1308,0.15323379968220935
2014_1107_1314,0.03928777430310115
2014_1107_1326,0.0297090333761728
2014_1107_1328,0.03516313541814819
2014_1107_1329,0.04549813903096323
2014_1107_1332,0.03766157062723415
2014_1107_1338,0.0297090333761728
2014_1107_1344,0.05801347660874076
2014_1107_1361,0.03989474362259409
2014_1107_1372,0.1332233925217267
2014_1107_1386,0.08501870261553819
2014_1107_1387,0.07781383241474463
2014_1107_1390,0.06205229519631851
2014_1107_1393,0.026025974564788872
2014_1107_1397,0.049964800698550894
2014_1107_1400,0.046963452200751134
2014_1107_1409,0.15656142579774962
2014_1107_1411,0.6815425555880547
2014_1107_1417,0.025993467780803588
2014_1107_1418,0.23040968640294152
2014_1107_1433,0.05251457209985122
2014_1107_1437,0.022594681428709542
2014_1107_1438,0.024158802058916674
2014_1107_1444,0.25379233668424966
2014_1107_1451,0.4955864037239867
2014_1107_1454,0.5035741155275599
2014_1107_1455,0.016174536898032544
2014_1107_1458,0.023551492886349543
2014_1107_1459,0.5576849198700178
2014_1107_1462,0.07640609817608243
2014_1110_1112,0.02668117840936699
2014_1110_1113,0.13991340863625046
2014_1110_1124,0.08217289417164178
2014_1110_1140,0.14297350708371148
2014_1110_1142,0.7437788040442406
2014_1110_1153,0.0708352088841219
2014_1110_1157,0.6933252852050454
2014_1110_1160,0.11410492940865928
2014_1110_1163,0.050029889057302525
2014_1110_1166,0.05611373710763506
2014_1110_1173,0.14268593794470194
2014_1110_1174,0.2483899042098866
2014_1110_1181,0.03578977806928213
2014_1110_1184,0.4272986654850305
2014_1110_1196,0.02145876871013798
2014_1110_1203,0.11647030874403988
2014_1110_1211,0.06615255234679628
2014_1110_1217,0.15910806076139203
2014_1110_1234,0.14705250766209393
2014_1110_1235,0.04209240640008555
2014_1110_1242,0.03952166249759943
2014_1110_1243,0.13533773828293796
2014_1110_1246,0.055670597848982005
2014_1110_1257,0.030782752566461964
2014_1110_1264,0.2130341819637611
2014_1110_1269,0.3504439451121775
2014_1110_1272,0.12449405974756464
2014_1110_1273,0.34024113562641967
2014_1110_1276,0.04704009811618639
2014_1110_1277,0.032029923427367546
2014_1110_1291,0.6687666490414532
2014_1110_1295,0.29112410232472236
2014_1110_1300,0.33326872553109
2014_1110_1301,0.1896928994608981
2014_1110_1304,0.16545016456893258
2014_1110_1307,0.08193451726614161
2014_1110_1308,0.22972454425440322
