ID,Pred
2014_1107_1110,0.3110581519929634
2014_1107_1112,0.011388661851608686
2014_1107_1113,0.07479589147111601
2014_1107_1124,0.044746599479292805
2014_1107_1140,0.08013537914005689
2014_1107_1142,0.5275345770934449
2014_1107_1153,0.03734104135061931
2014_1107_1157,0.5353362930027371
2014_1107_1160,0.053824444933762525
2014_1107_1163,0.02681649929354123
2014_1107_1166,0.02962254148513964
2014_1107_1173,0.07490162294466553
2014_1107_1174,0.1553245564314548
2014_1107_1181,0.02541296655298864
2014_1107_1184,0.2880693811655881
2014_1107_1196,0.009975706499670526
2014_1107_1203,0.07493703380677573
2014_1107_1211,0.033834397134173085
2014_1107_1217,0.09961289673007287
2014_1107_1234,0.06591698831407511
2014_1107_1235,0.02273585079477984
2014_1107_1242,0.025146050481527644
2014_1107_1243,0.07830704623029479
2014_1107_1246,0.02905179529327773
2014_1107_1257,0.01803067887369036
2014_1107_1264,0.1301065862265895
2014_1107_1269,0.1774129611335695
2014_1107_1272,0.061839954946017475
2014_1107_1273,0.19416175496642937
2014_1107_1276,0.0278196626967473
2014_1107_1277,0.021598296073239365
2014_1107_1291,0.5324234800494357
2014_1107_1295,0.1677132638544025
2014_1107_1300,0.2231913930705401
2014_1107_1301,0.09263470466841753
2014_1107_1304,0.09815326711488158
2014_1107_1307,0.044671052128952504
2014_1107_1308,0.15566053785980422
2014_1107_1314,0.04627713251737641
2014_1107_1326,0.03360441113766989
2014_1107_1328,0.045265639596027606
2014_1107_1329,0.0531455251891599
2014_1107_1332,0.04926800762115182
2014_1107_1338,0.03530695724549294
2014_1107_1344,0.0593902706583968
2014_1107_1361,0.039412588921035926
2014_1107_1372,0.13088460593164666
2014_1107_1386,0.07425449771012
2014_1107_1387,0.06078470843882139
2014_1107_1390,0.06287182268119758
2014_1107_1393,0.030927247118308094
2014_1107_1397,0.06991923860826746
2014_1107_1400,0.047608236870917614
2014_1107_1409,0.17203681720940098
2014_1107_1411,0.6755808719075307
2014_1107_1417,0.029200993085176548
2014_1107_1418,0.2410865258163779
2014_1107_1433,0.0456187617287656
2014_1107_1437,0.02160717371691738
2014_1107_1438,0.022652234325550243
2014_1107_1444,0.22423161940340638
2014_1107_1451,0.47359596876279214
2014_1107_1454,0.36275610854384505
2014_1107_1455,0.02305234842730205
2014_1107_1458,0.023070370387256657
2014_1107_1459,0.5464042634718502
2014_1107_1462,0.07040029095206499
2014_1110_1112,0.024868719140464922
2014_1110_1113,0.15180293652969967
2014_1110_1124,0.09395784881276383
2014_1110_1140,0.16167910283320072
2014_1110_1142,0.7119700700559541
2014_1110_1153,0.07908208451447984
2014_1110_1157,0.7183522417636783
2014_1110_1160,0.11185031703600873
2014_1110_1163,0.05749551762211399
2014_1110_1166,0.06330295522721296
2014_1110_1173,0.15199964127267349
2014_1110_1174,0.28931484368791466
2014_1110_1181,0.05457634155300256
2014_1110_1184,0.4725133704819671
2014_1110_1196,0.021820248792686923
2014_1110_1203,0.15206550993459175
2014_1110_1211,0.07194856485203988
2014_1110_1217,0.1967374512624169
2014_1110_1234,0.1351176640668228
2014_1110_1235,0.04898142986527944
2014_1110_1242,0.05402009653525283
2014_1110_1243,0.1583104945204857
