ID,Pred
2014_1107_1110,0.3124480254220408
2014_1107_1112,0.011423335377989707
2014_1107_1113,0.07591561021292378
2014_1107_1124,0.04491206322039754
2014_1107_1140,0.07977465283088019
2014_1107_1142,0.5256208253710274
2014_1107_1153,0.038012788662548994
2014_1107_1157,0.5379989067893729
2014_1107_1160,0.05450578320754108
2014_1107_1163,0.027727155481988463
2014_1107_1166,0.030111983115011107
2014_1107_1173,0.07608003696015317
2014_1107_1174,0.1580290907977981
2014_1107_1181,0.02639892508539532
2014_1107_1184,0.2953646344382652
2014_1107_1196,0.010214310976656172
2014_1107_1203,0.07550703430634241
2014_1107_1211,0.03456389200447785
2014_1107_1217,0.0999868561026849
2014_1107_1234,0.06585091712983426
2014_1107_1235,0.02285238819504027
2014_1107_1242,0.025551046932245785
2014_1107_1243,0.07850161650268961
2014_1107_1246,0.02957216579580671
2014_1107_1257,0.01855674809001187
2014_1107_1264,0.13262096499178122
2014_1107_1269,0.18064892423571782
2014_1107_1272,0.06175334426028102
2014_1107_1273,0.19409064114074523
2014_1107_1276,0.028550746257870158
2014_1107_1277,0.022046124959118233
2014_1107_1291,0.5379065554804375
2014_1107_1295,0.16797979848968725
2014_1107_1300,0.2218081942265295
2014_1107_1301,0.09252152381059951
2014_1107_1304,0.10020684059545162
2014_1107_1307,0.044421410867368324
2014_1107_1308,0.15655199490218355
2014_1107_1314,0.0462252986587868
2014_1107_1326,0.034371643281009355
2014_1107_1328,0.04667462463567537
2014_1107_1329,0.05440418969076336
2014_1107_1332,0.05047838348672443
2014_1107_1338,0.035266596364307144
2014_1107_1344,0.06003857762079037
2014_1107_1361,0.03970313798859556
2014_1107_1372,0.1310444307220403
2014_1107_1386,0.07525684964361247
2014_1107_1387,0.06086621338681895
2014_1107_1390,0.06402097198992408
2014_1107_1393,0.031281771371362996
2014_1107_1397,0.06973572655734561
2014_1107_1400,0.04795838213364213
2014_1107_1409,0.17365541033049003
2014_1107_1411,0.6748686919372482
2014_1107_1417,0.02943212075228239
2014_1107_1418,0.24397983661059514
2014_1107_1433,0.046953621456196595
2014_1107_1437,0.022300111257032178
2014_1107_1438,0.022681962872184012
2014_1107_1444,0.2275048664149163
2014_1107_1451,0.47534312454563604
2014_1107_1454,0.3677349100145946
2014_1107_1455,0.023275450802985802
2014_1107_1458,0.02360480221308626
2014_1107_1459,0.5443439333252019
2014_1107_1462,0.07111153085272039
2014_1110_1112,0.024771604837869002
2014_1110_1113,0.1529632013563403
2014_1110_1124,0.09368382430080341
2014_1110_1140,0.1600604381884458
2014_1110_1142,0.7089329802787376
2014_1110_1153,0.07991928559061075
2014_1110_1157,0.7190842200113184
2014_1110_1160,0.11246891680082434
2014_1110_1163,0.058989774649412095
2014_1110_1166,0.06388683183359775
2014_1110_1173,0.1532668284800979
2014_1110_1174,0.29207407248651723
2014_1110_1181,0.05625059522852968
2014_1110_1184,0.47955253291470135
2014_1110_1196,0.022181523807818262
2014_1110_1203,0.1522082582897611
2014_1110_1211,0.07295657112530037
2014_1110_1217,0.1962756484364958
2014_1110_1234,0.13416681123843877
2014_1110_1235,0.04889507121240971
2014_1110_1242,0.054497611597063476
2014_1110_1243,0.1577258042544054
2014_1110_1246,0.06278072576631645
2014_1110_1257,0.03990401236938655
2014_1110_1264,0.2515530201689954
2014_1110_1269,0.3264417736833062
2014_1110_1272,0.1263934506914528
2014_1110_1273,0.34614865565563063
2014_1110_1276,0.06068401292262823
2014_1110_1277,0.04721438294608555
2014_1110_1291,0.7190091608384339
2014_1110_1295,0.3073838429956814
2014_1110_1300,0.38520204265288666
2014_1110_1301,0.18308354764297335
2014_1110_1304,0.19666119038371194
2014_1110_1307,0.0927120750581448
2014_1110_1308,0.28977526748878785
2014_1110_1314,0.09627939333746781
2014_1110_1326,0.07256682854674064
2014_1110_1328,0.09716569598276434
2014_1110_1329,0.11227211446664973
2014_1110_1332,0.1046326163798713
2014_1110_1338,0.07437968608547216
2014_1110_1344,0.1231192929427288
2014_1110_1361,0.08331174362982699
2014_1110_1372,0.2489684914972118
2014_1110_1386,0.15174564675227223
2014_1110_1387,0.12470113772767921
2014_1110_1390,0.1307040473486991
2014_1110_1393,0.0662790395493698
2014_1110_1397,0.1414714941162955
2014_1110_1400,0.09969295549374879
2014_1110_1409,0.31598078075701114
2014_1110_1411,0.8202324755934658
2014_1110_1417,0.0624935423906963
2014_1110_1418,0.41499639988176057
2014_1110_1433,0.09771556698187156
2014_1110_1437,0.04774416887140866
2014_1110_1438,0.048540076240630725
2014_1110_1444,0.3929760031934429
2014_1110_1451,0.665728131817633
2014_1110_1454,0.5611148579121495
2014_1110_1455,0.0497756985473334
2014_1110_1458,0.0504606599776007
2014_1110_1459,0.7242171101526843
2014_1110_1462,0.14404341991208877
2014_1112_1113,0.8765721150804149
2014_1112_1124,0.8025717444774255
2014_1112_1140,0.882272696386145
2014_1112_1142,0.9896679229872779
2014_1112_1153,0.7735497087572267
2014_1112_1157,0.9901641051409245
2014_1112_1160,0.8328750681198248
2014_1112_1163,0.7114257819918328
2014_1112_1166,0.7285514384722561
2014_1112_1173,0.8768252292400274
2014_1112_1174,0.9419461269355239
2014_1112_1181,0.7009581455731982
2014_1112_1184,0.9731447935427814
2014_1112_1196,0.4714920308795913
2014_1112_1203,0.8759390317591056
2014_1112_1211,0.7557969336049979
2014_1112_1217,0.9056953384842343
2014_1112_1234,0.8590352743213254
2014_1112_1235,0.6690653660445863
2014_1112_1242,0.6938857967006246
2014_1112_1243,0.8804460774065059
2014_1112_1246,0.7248482422666466
2014_1112_1257,0.6204249463382848
2014_1112_1264,0.9296654794580479
2014_1112_1269,0.9501492640681607
2014_1112_1272,0.8505191001768675
2014_1112_1273,0.9541697387779675
2014_1112_1276,0.7175694440414396
2014_1112_1277,0.6608797925709842
2014_1112_1291,0.9901604859400869
2014_1112_1295,0.9458092146223341
2014_1112_1300,0.9609988835323856
2014_1112_1301,0.8981022846944184
2014_1112_1304,0.9059037208911386
2014_1112_1307,0.8007434721195111
2014_1112_1308,0.9413337373141119
2014_1112_1314,0.8073127518301141
2014_1112_1326,0.7547291533883234
2014_1112_1328,0.8088859199788836
2014_1112_1329,0.8326002454533546
2014_1112_1332,0.8212926405080846
2014_1112_1338,0.7596255002505197
2014_1112_1344,0.8466664845853086
2014_1112_1361,0.7813807210984332
2014_1112_1372,0.9287594387767019
2014_1112_1386,0.8755484370281439
2014_1112_1387,0.848548689035056
2014_1112_1390,0.8553459074200824
2014_1112_1393,0.7362571257795459
2014_1112_1397,0.8663178652907751
2014_1112_1400,0.8132500138107257
2014_1112_1409,0.9478268605430179
2014_1112_1411,0.9944579425924246
2014_1112_1417,0.7238716420945689
2014_1112_1418,0.9653957136027667
2014_1112_1433,0.8098506073719466
2014_1112_1437,0.6635002653719
2014_1112_1438,0.6673671210528763
2014_1112_1444,0.9622063891520041
2014_1112_1451,0.9873932427045854
2014_1112_1454,0.9804990130015296
2014_1112_1455,0.6732095483666566
2014_1112_1458,0.6763670154853328
2014_1112_1459,0.990409884776684
2014_1112_1462,0.868733159619312
2014_1113_1124,0.36378329121225933
2014_1113_1140,0.5131727813342299
2014_1113_1142,0.9309059237453993
2014_1113_1153,0.32454498028542866
2014_1113_1157,0.9340359699100569
2014_1113_1160,0.41210144128485754
2014_1113_1163,0.2574799328259749
2014_1113_1166,0.2740558168965475
2014_1113_1173,0.500319134894431
2014_1113_1174,0.6953283953023354
2014_1113_1181,0.24795250408815458
2014_1113_1184,0.8359841067255634
2014_1113_1196,0.11149281483100433
2014_1113_1203,0.4982741226085196
2014_1113_1211,0.3032953934140465
2014_1113_1217,0.574624739200191
2014_1113_1234,0.4615444448951169
2014_1113_1235,0.22141041188734797
2014_1113_1242,0.24175572884508478
2014_1113_1243,0.5088076582211936
2014_1113_1246,0.27036186906351733
2014_1113_1257,0.18693127396001724
2014_1113_1264,0.6502492958518844
2014_1113_1269,0.7283285718895631
2014_1113_1272,0.4445419510955539
2014_1113_1273,0.7454460711394911
2014_1113_1276,0.26327998490566334
2014_1113_1277,0.21514114883627022
2014_1113_1291,0.9340130742403355
2014_1113_1295,0.710559530573454
2014_1113_1300,0.7760781420682971
2014_1113_1301,0.5535161110546988
2014_1113_1304,0.5752215727655895
2014_1113_1307,0.3611262256072931
2014_1113_1308,0.6929625043975598
2014_1113_1314,0.3708005080954599
2014_1113_1326,0.30207610992416345
2014_1113_1328,0.37317041048050975
2014_1113_1329,0.41162349694300726
2014_1113_1332,0.39262366863183523
2014_1113_1338,0.30772015823160653
2014_1113_1344,0.4371503302587867
2014_1113_1361,0.33454577033544114
2014_1113_1372,0.6471101410721012
2014_1113_1386,0.4973767701934392
2014_1113_1387,0.4407389445239652
2014_1113_1390,0.4540633370852886
2014_1113_1393,0.28194742832899955
2014_1113_1397,0.4768565831441288
2014_1113_1400,0.3798560953948699
2014_1113_1409,0.7187313038920806
2014_1113_1411,0.9618893297215878
2014_1113_1417,0.26939807344111866
2014_1113_1418,0.7969166522384875
2014_1113_1433,0.37463408930104153
2014_1113_1437,0.2171258170414994
2014_1113_1438,0.22009273896322504
2014_1113_1444,0.7817104487016973
2014_1113_1451,0.9167821887627284
2014_1113_1454,0.8761178232031199
2014_1113_1455,0.22466419667937002
2014_1113_1458,0.2271804118686871
2014_1113_1459,0.9355930509661993
2014_1113_1462,0.48210187766019763
2014_1124_1140,0.648082046963468
2014_1124_1142,0.9592464527411207
2014_1124_1153,0.45634977534322596
2014_1124_1157,0.961146223536122
2014_1124_1160,0.5504851386299837
2014_1124_1163,0.37726054108876234
2014_1124_1166,0.39742032829397184
2014_1124_1173,0.636265671017275
2014_1124_1174,0.7994829101226271
2014_1124_1181,0.3654825283218088
2014_1124_1184,0.8990362841411655
2014_1124_1196,0.17980537198263044
2014_1124_1203,0.6343704402463841
2014_1124_1211,0.4319895630080586
2014_1124_1217,0.7023809017240326
2014_1124_1234,0.5995977431562177
2014_1124_1235,0.3319119854463687
2014_1124_1242,0.35774572182982495
2014_1124_1243,0.6440876209537262
2014_1124_1246,0.39296367376343977
2014_1124_1257,0.28655830628363776
2014_1124_1264,0.7645972084898534
2014_1124_1269,0.8240563082982544
2014_1124_1272,0.5830161181176812
2014_1124_1273,0.836496234738443
2014_1124_1276,0.3843620850381958
2014_1124_1277,0.323815150929521
2014_1124_1291,0.9611323460869442
2014_1124_1295,0.8109230374400724
2014_1124_1300,0.8582550491526525
2014_1124_1301,0.684127027267721
2014_1124_1304,0.7028911654867445
2014_1124_1307,0.4968591853885112
2014_1124_1308,0.7976904941370062
2014_1124_1314,0.507282425650007
2014_1124_1326,0.43057265260306743
2014_1124_1328,0.5098178343215946
2014_1124_1329,0.549996847285817
2014_1124_1332,0.5303673047293953
2014_1124_1338,0.4371138858333808
2014_1124_1344,0.5757084389925108
2014_1124_1361,0.46760040379364
2014_1124_1372,0.7621088980187096
2014_1124_1386,0.633537479282721
2014_1124_1387,0.5792638824873414
2014_1124_1390,0.5923405679352066
2014_1124_1393,0.4068732918832817
2014_1124_1397,0.6142650549162433
2014_1124_1400,0.5169327352581726
2014_1124_1409,0.8169910491729833
2014_1124_1411,0.9778240422861834
2014_1124_1417,0.3917975106646422
2014_1124_1418,0.8727004660790733
2014_1124_1433,0.5113802278997539
2014_1124_1437,0.3263854348039428
2014_1124_1438,0.33021559982797827
2014_1124_1444,0.8621874081425922
2014_1124_1451,0.9506085223956403
2014_1124_1454,0.9251233909949748
2014_1124_1455,0.33608869183896817
2014_1124_1458,0.3393067180883887
2014_1124_1459,0.9620893407955083
2014_1124_1462,0.6192327299567989
2014_1140_1142,0.9273663867057058
2014_1140_1153,0.31287107555638216
2014_1140_1157,0.9306448320373867
2014_1140_1160,0.39913917188188863
2014_1140_1163,0.24733502484822742
2014_1140_1166,0.2634895653224249
2014_1140_1173,0.4868800711685333
2014_1140_1174,0.6838196532969623
2014_1140_1181,0.23806262933870342
2014_1140_1184,0.8284778890971504
2014_1140_1196,0.10627662950793385
2014_1140_1203,0.48483669073605795
2014_1140_1211,0.2920553461203515
2014_1140_1217,0.5614323350910861
2014_1140_1234,0.4482126606180754
2014_1140_1235,0.21228037093473306
2014_1140_1242,0.23203675921759978
